Gene,label
ENSG00000134595,Nucleoplasm
ENSG00000134684,Cytosol
ENSG00000134697,Nucleoli
ENSG00000134698,Cytosol;Nucleoplasm
ENSG00000134748,Nucleus
ENSG00000134762,Cell Junctions
ENSG00000134809,Mitochondria
ENSG00000134851,Golgi apparatus
ENSG00000134852,Nucleoplasm
ENSG00000134884,Mitochondria;Nucleoplasm
ENSG00000134954,Nucleoplasm
ENSG00000135046,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000135052,Golgi apparatus
ENSG00000135069,Cytosol
ENSG00000135218,Golgi apparatus
ENSG00000135315,Cytosol;Plasma membrane
ENSG00000135316,Cytosol;Nucleoplasm
ENSG00000135336,Nucleoplasm
ENSG00000135372,Nucleoli
ENSG00000135486,Nucleoplasm
ENSG00000135503,Cytosol
ENSG00000135521,Cytosol;Nucleoplasm
ENSG00000135631,Microtubule organizing center;Vesicles
ENSG00000135655,Cytosol
ENSG00000135763,Nucleoli
ENSG00000135801,Nuclear speckles
ENSG00000135823,Golgi apparatus;Nucleoplasm
ENSG00000135829,Nucleus
ENSG00000135924,Nuclear membrane
ENSG00000135929,Mitochondria
ENSG00000135940,Mitochondria
ENSG00000135968,Golgi apparatus
ENSG00000135972,Mitochondria
ENSG00000136010,Mitochondria
ENSG00000136051,Nucleoplasm
ENSG00000136104,Nucleus
ENSG00000136108,Microtubules
ENSG00000136114,Cytosol
ENSG00000136143,Mitochondria
ENSG00000136156,Golgi apparatus;Vesicles
ENSG00000136205,Focal adhesion sites
ENSG00000136231,Cytosol
ENSG00000136243,Nucleus
ENSG00000136270,Mitochondria
ENSG00000136280,Mitochondria
ENSG00000136450,Nucleoplasm
ENSG00000136463,Mitochondria
ENSG00000136518,Nucleoplasm
ENSG00000136522,Mitochondria
ENSG00000136527,Nucleoplasm
ENSG00000136628,Cytosol
ENSG00000136643,Cytosol;Endosomes;Lysosomes
ENSG00000136718,Nucleoli
ENSG00000136810,Cytosol;Nucleus
ENSG00000136819,Nucleoplasm
ENSG00000136861,Centrosome
ENSG00000136875,Nuclear speckles
ENSG00000136935,Golgi apparatus
ENSG00000136938,Nucleoplasm
ENSG00000136986,Endoplasmic reticulum
ENSG00000136997,Nucleoplasm
ENSG00000137074,Nucleoli;Nucleus
ENSG00000137133,Mitochondria
ENSG00000137154,Cytosol;Endoplasmic reticulum
ENSG00000137200,Cytosol;Nucleoplasm
ENSG00000137203,Nucleoplasm
ENSG00000137207,Golgi apparatus
ENSG00000137216,Actin filaments;Plasma membrane
ENSG00000137275,Cytosol;Plasma membrane
ENSG00000137404,Nuclear membrane
ENSG00000137413,Nucleoplasm
ENSG00000137497,Nucleoplasm
ENSG00000137500,Mitochondria
ENSG00000137502,Vesicles
ENSG00000137574,Cytosol
ENSG00000137656,Nucleus
ENSG00000137710,Plasma membrane
ENSG00000137714,Mitochondria
ENSG00000137720,Nucleoplasm
ENSG00000137767,Mitochondria
ENSG00000137770,Nucleoplasm
ENSG00000137776,Nuclear bodies;Nucleoplasm
ENSG00000137804,Nucleus
ENSG00000137806,Cytosol
ENSG00000137807,Nucleoplasm
ENSG00000137812,Nuclear bodies;Nucleoplasm
ENSG00000137818,Cytosol;Endoplasmic reticulum
ENSG00000137824,Mitochondria
ENSG00000137876,Nucleoli;Nucleus
ENSG00000137996,Nucleus
ENSG00000138035,Mitochondria
ENSG00000138095,Mitochondria
ENSG00000138363,Cytosol;Plasma membrane
ENSG00000138430,Cytosol
ENSG00000138668,Nucleoplasm
ENSG00000138757,Cytosol
ENSG00000138768,Golgi apparatus
ENSG00000138814,Nucleoplasm
ENSG00000138835,Cytosol;Nucleoplasm
ENSG00000139083,Nucleoli
ENSG00000139218,Nucleoplasm
ENSG00000139223,Nucleoplasm
ENSG00000139233,Nucleoli
ENSG00000139579,Nucleoplasm
ENSG00000139613,Nucleoplasm
ENSG00000139687,Nucleoplasm
ENSG00000139718,Nucleoplasm
ENSG00000139970,Endoplasmic reticulum
ENSG00000140105,Cytosol
ENSG00000140319,Nucleoli;Nucleus
ENSG00000140326,Cytosol
ENSG00000140350,Nucleoplasm
ENSG00000140374,Mitochondria
ENSG00000140395,Nucleoplasm
ENSG00000140400,Nucleoplasm
ENSG00000140464,Nuclear bodies
ENSG00000140525,Nucleoplasm
ENSG00000140534,Nucleoplasm
ENSG00000140563,Cytosol;Nucleoplasm
ENSG00000140577,Cytosol;Nucleoplasm
ENSG00000140632,Nucleoplasm
ENSG00000140740,Mitochondria
ENSG00000140968,Nucleoplasm
ENSG00000141027,Cytosol;Nucleoplasm
ENSG00000141367,Vesicles
ENSG00000141385,Mitochondria
ENSG00000141456,Nucleoli;Nucleus
ENSG00000141499,Cytosol;Nuclear bodies
ENSG00000141510,Nucleoplasm
ENSG00000141522,Cytosol
ENSG00000141552,Nucleoli;Nucleoplasm
ENSG00000141564,Lysosomes
ENSG00000141570,Nucleoplasm
ENSG00000141582,Nucleoplasm
ENSG00000141644,Nucleoplasm;Vesicles
ENSG00000141867,Nucleoplasm
ENSG00000141905,Nucleus
ENSG00000141985,Cytosol
ENSG00000142102,Cytosol
ENSG00000142453,Nucleoplasm
ENSG00000142546,Nucleus
ENSG00000142611,Nucleoplasm
ENSG00000142684,Nucleoli;Nucleus
ENSG00000142864,Cytosol
ENSG00000143256,Cytosol
ENSG00000143294,Nuclear speckles
ENSG00000143321,Nucleoplasm
ENSG00000143337,Nuclear membrane
ENSG00000143373,Nucleoplasm
ENSG00000143379,Nucleoplasm
ENSG00000143384,Mitochondria
ENSG00000143442,Nucleoplasm
ENSG00000143476,Nucleus
ENSG00000143514,Cell Junctions;Cytosol
ENSG00000143614,Nucleoplasm
ENSG00000143621,Nucleus
ENSG00000143633,Nucleoli
ENSG00000143641,Golgi apparatus
ENSG00000143702,Centrosome
ENSG00000143748,Nucleoli
ENSG00000143799,Nucleus
ENSG00000143815,Nuclear membrane
ENSG00000143842,Nucleoplasm
ENSG00000143952,Golgi apparatus
ENSG00000143970,Nucleoplasm
ENSG00000144283,Cell Junctions
ENSG00000144381,Mitochondria
ENSG00000144589,Vesicles
ENSG00000144655,Nucleoplasm
ENSG00000144852,Nucleoplasm
ENSG00000145012,Cytosol;Focal adhesion sites
ENSG00000145041,Nucleoli fibrillar center;Nucleus
ENSG00000145191,Cytosol
ENSG00000145216,Nucleoplasm
ENSG00000145241,Nuclear bodies
ENSG00000145247,Mitochondria
ENSG00000145332,Nucleoplasm
ENSG00000145386,Cytosol;Nucleoplasm
ENSG00000145414,Nucleus
ENSG00000145425,Cytosol;Endoplasmic reticulum;Nucleoli
ENSG00000145833,Nuclear speckles
ENSG00000145907,Cytosol
ENSG00000145945,Cytokinetic bridge;Nucleoplasm
ENSG00000146038,Cytosol;Microtubule organizing center;Microtubules;Mitotic spindle
ENSG00000146067,Nucleus
ENSG00000146281,Nucleoplasm
ENSG00000146285,Nucleoplasm
ENSG00000146411,Cell Junctions;Plasma membrane
ENSG00000146457,Nuclear speckles
ENSG00000146574,Vesicles
ENSG00000146648,Plasma membrane
ENSG00000146701,Mitochondria
ENSG00000146826,Microtubule organizing center;Vesicles
ENSG00000146858,Cytosol
ENSG00000146909,Nucleoli
ENSG00000147065,Plasma membrane
ENSG00000147123,Mitochondria
ENSG00000147130,Nucleoplasm
ENSG00000147133,Nucleoplasm
ENSG00000147140,Nucleoplasm
ENSG00000147383,Endoplasmic reticulum;Lipid droplets
ENSG00000147403,Cytosol;Endoplasmic reticulum
ENSG00000147421,Cytosol;Nuclear bodies;Nucleoplasm
ENSG00000147459,Cytosol
ENSG00000147586,Mitochondria
ENSG00000147649,Endoplasmic reticulum
ENSG00000147654,Golgi apparatus
ENSG00000147697,Mitochondria
ENSG00000147854,Nucleoplasm
ENSG00000147889,Nucleoli
ENSG00000147905,Cytosol;Nucleoli
ENSG00000148082,Cytosol;Nucleoplasm
ENSG00000148291,Nucleoli;Nucleus
ENSG00000148296,Nucleoli
ENSG00000148308,Nucleoplasm
ENSG00000148335,Cytosol;Nucleoplasm
ENSG00000148337,Nucleoplasm
ENSG00000148498,Cell Junctions
ENSG00000148773,Nuclear bodies;Nucleoli;Nucleus
ENSG00000148840,Nucleoplasm
ENSG00000148842,Vesicles
ENSG00000149187,Nucleoplasm
ENSG00000149257,Endoplasmic reticulum
ENSG00000149273,Cytosol;Endoplasmic reticulum
ENSG00000149294,Cytosol;Plasma membrane
ENSG00000149300,Cell Junctions
ENSG00000149480,Nucleoplasm
ENSG00000149761,Nucleoplasm
ENSG00000149782,Nucleoplasm
ENSG00000149929,Nucleus
ENSG00000150760,Nucleus
ENSG00000150768,Mitochondria
ENSG00000151151,Nucleus
ENSG00000151239,Cytosol
ENSG00000151247,Cytoplasmic bodies;Cytosol
ENSG00000151276,Cell Junctions;Nucleoplasm
ENSG00000151475,Mitochondria
ENSG00000151657,Nucleus
ENSG00000151729,Mitochondria
ENSG00000151929,Cytosol;Plasma membrane
ENSG00000151948,Cytosol
ENSG00000152104,Nucleoplasm
ENSG00000152253,Cytosol
ENSG00000152291,Golgi apparatus;Nucleoplasm
ENSG00000152601,Nucleoplasm
ENSG00000152683,Golgi apparatus
ENSG00000152795,Nucleoplasm
ENSG00000152942,Nucleoplasm
ENSG00000153015,Nucleoplasm
ENSG00000153071,Plasma membrane;Vesicles
ENSG00000153113,Cytosol;Endoplasmic reticulum
ENSG00000153132,Endoplasmic reticulum
ENSG00000153406,Nucleus
ENSG00000153767,Nucleus
ENSG00000153786,Golgi apparatus
ENSG00000153914,Nuclear speckles;Nucleoplasm
ENSG00000154144,Nucleus
ENSG00000154174,Mitochondria
ENSG00000154229,Cytosol;Plasma membrane
ENSG00000154277,Cytosol
ENSG00000154305,Vesicles
ENSG00000154328,Nucleoplasm
ENSG00000154370,Cytosol;Nucleus
ENSG00000154380,Cytosol;Focal adhesion sites;Plasma membrane
ENSG00000154473,Nucleoplasm
ENSG00000154639,Cell Junctions;Plasma membrane
ENSG00000154727,Nucleoplasm
ENSG00000154743,Nucleoplasm
ENSG00000154767,Nucleus;Plasma membrane
ENSG00000154781,Nucleoplasm
ENSG00000154832,Nucleus
ENSG00000155229,Nucleoplasm
ENSG00000155307,Plasma membrane
ENSG00000155380,Cell Junctions;Plasma membrane
ENSG00000155438,Nucleoli
ENSG00000155545,Nucleoplasm
ENSG00000155827,Nucleoplasm
ENSG00000156030,Nucleoplasm
ENSG00000156127,Nucleoplasm
ENSG00000156171,Golgi apparatus;Vesicles
ENSG00000156304,Nucleoplasm
ENSG00000156510,Mitochondria
ENSG00000156515,Mitochondria
ENSG00000156531,Nucleoli;Nucleus
ENSG00000156675,Vesicles
ENSG00000156802,Nucleoplasm
ENSG00000156928,Mitochondria
ENSG00000157077,Cytosol;Vesicles
ENSG00000157456,Cytosol
ENSG00000157557,Nucleoplasm
ENSG00000157637,Golgi apparatus
ENSG00000157895,Nucleoli
ENSG00000157916,Golgi apparatus
ENSG00000158092,Cytosol;Plasma membrane
ENSG00000158161,Nucleoplasm
ENSG00000158290,Nucleoplasm
ENSG00000158411,Vesicles
ENSG00000158545,Nuclear speckles
ENSG00000158636,Nucleoplasm
ENSG00000158773,Nucleoplasm
ENSG00000158864,Mitochondria;Nucleoplasm
ENSG00000158941,Nuclear bodies;Nucleoplasm
ENSG00000159111,Mitochondria
ENSG00000159140,Nuclear speckles
ENSG00000159166,Actin filaments
ENSG00000159184,Nucleoplasm
ENSG00000159214,Cytosol;Plasma membrane
ENSG00000159216,Nucleoplasm;Vesicles
ENSG00000159256,Nucleoplasm
ENSG00000159352,Cytosol;Nucleoplasm
ENSG00000159692,Nucleoplasm
ENSG00000159784,Cytosol;Nucleoplasm
ENSG00000159884,Nucleoplasm;Plasma membrane
ENSG00000160058,Golgi apparatus
ENSG00000160194,Mitochondria
ENSG00000160199,Nucleoplasm
ENSG00000160201,Nucleoplasm
ENSG00000160208,Nucleoli
ENSG00000160209,Nucleus
ENSG00000160214,Nucleoli
ENSG00000160299,Centrosome
ENSG00000160310,Cytosol;Nucleoplasm
ENSG00000160392,Nucleoplasm
ENSG00000160401,Cytosol;Plasma membrane
ENSG00000160633,Nucleoplasm
ENSG00000160679,Nuclear speckles
ENSG00000160685,Nucleoplasm
ENSG00000160691,Cytosol
ENSG00000160710,Nucleoli;Nucleus
ENSG00000160741,Nucleoplasm
ENSG00000160877,Nucleoplasm
ENSG00000160888,Nucleoplasm
ENSG00000160949,Nucleoplasm
ENSG00000160957,Nucleus
ENSG00000160999,Cytosol
ENSG00000161011,Cytosol;Vesicles
ENSG00000161016,Cytosol;Endoplasmic reticulum;Nucleoli
ENSG00000161021,Nucleoplasm
ENSG00000161048,Cytosol
ENSG00000161267,Mitochondria
ENSG00000161277,Nucleoplasm
ENSG00000161513,Mitochondria
ENSG00000161526,Nucleoplasm
ENSG00000161533,Vesicles
ENSG00000161544,Nuclear speckles
ENSG00000161800,Nucleoplasm
ENSG00000161813,Cytosol
ENSG00000161904,Nuclear membrane
ENSG00000162244,Cytosol;Endoplasmic reticulum;Nucleoli
ENSG00000162300,Golgi apparatus
ENSG00000162419,Nucleoplasm
ENSG00000162458,Cell Junctions;Nucleoli fibrillar center
ENSG00000162521,Nucleoplasm
ENSG00000162599,Nucleoplasm
ENSG00000162604,Nucleoplasm
ENSG00000162613,Nucleoplasm
ENSG00000162616,Cytosol;Nucleoplasm;Plasma membrane
ENSG00000162642,Nucleus
ENSG00000162664,Golgi apparatus;Nucleoplasm;Vesicles
ENSG00000162702,Nucleoplasm
ENSG00000162735,Peroxisomes
ENSG00000162772,Nucleoli;Nucleus
ENSG00000162775,Nucleoplasm
ENSG00000162851,Mitochondria
ENSG00000162923,Cytosol;Nucleoplasm
ENSG00000162961,Golgi apparatus;Nucleoplasm
ENSG00000163104,Nucleoplasm
ENSG00000163155,Nucleus
ENSG00000163161,Nucleoplasm
ENSG00000163166,Nucleoplasm
ENSG00000163320,Nucleus
ENSG00000163382,Cytosol;Nucleoplasm
ENSG00000163435,Nucleoplasm
ENSG00000163535,Nucleoplasm
ENSG00000163558,Cytokinetic bridge;Cytosol;Microtubules
ENSG00000163605,Nucleoplasm
ENSG00000163607,Mitochondria
ENSG00000163631,Endoplasmic reticulum;Golgi apparatus
ENSG00000163781,Nucleus
ENSG00000163820,Vesicles
ENSG00000163902,Endoplasmic reticulum
ENSG00000163918,Nucleoplasm
ENSG00000163930,Nucleoplasm
ENSG00000163931,Nucleoplasm
ENSG00000163932,Cytosol
ENSG00000163935,Nucleoplasm
ENSG00000163938,Nucleoli
ENSG00000163946,Nucleoplasm
ENSG00000163956,Endoplasmic reticulum
ENSG00000163960,Nucleoplasm
ENSG00000163961,Nuclear bodies;Nucleoplasm
ENSG00000164022,Cytosol
ENSG00000164062,Cytosol
ENSG00000164093,Nucleus
ENSG00000164134,Cytosol
ENSG00000164163,Cytosol
ENSG00000164182,Mitochondria
ENSG00000164284,Mitochondria
ENSG00000164332,Nucleoli;Nucleus
ENSG00000164362,Nucleoplasm
ENSG00000164400,Vesicles
ENSG00000164405,Mitochondria
ENSG00000164466,Mitochondria
ENSG00000164494,Cytosol
ENSG00000164506,Cytosol
ENSG00000164587,Cytosol;Endoplasmic reticulum
ENSG00000164597,Golgi apparatus
ENSG00000164609,Nucleoplasm
ENSG00000164654,Cytosol;Nucleoplasm
ENSG00000164754,Nucleoplasm
ENSG00000164828,Nuclear membrane
ENSG00000164902,Nucleoplasm
ENSG00000164919,Mitochondria
ENSG00000164978,Nucleoplasm
ENSG00000164985,Nucleoplasm
ENSG00000165006,Cytosol;Plasma membrane
ENSG00000165071,Mitochondria
ENSG00000165092,Cytosol
ENSG00000165119,Nucleoplasm
ENSG00000165156,Nucleoplasm
ENSG00000165264,Mitochondria
ENSG00000165271,Mitochondria;Nucleoli;Nucleus
ENSG00000165280,Cytosol;Nucleoplasm
ENSG00000165495,Nucleus
ENSG00000165512,Nucleus
ENSG00000165568,Golgi apparatus;Nucleoplasm
ENSG00000165637,Mitochondria
ENSG00000165661,Golgi apparatus
ENSG00000165688,Mitochondria
ENSG00000165699,Cytosol
ENSG00000165732,Nucleoli;Nucleus
ENSG00000165733,Nucleoli;Nucleus
ENSG00000165792,Nucleus
ENSG00000165887,Vesicles
ENSG00000166086,Golgi apparatus
ENSG00000166130,Endoplasmic reticulum
ENSG00000166169,Nucleus
ENSG00000166181,Nuclear speckles
ENSG00000166197,Nucleoli
ENSG00000166199,Nucleoplasm
ENSG00000166200,Vesicles
ENSG00000166228,Cytosol;Nucleoplasm
ENSG00000166313,Plasma membrane
ENSG00000166333,Cell Junctions;Focal adhesion sites
ENSG00000166411,Mitochondria
ENSG00000166477,Nucleoli fibrillar center;Nucleoplasm
ENSG00000166484,Cytosol;Nucleus
ENSG00000166508,Nucleoplasm
ENSG00000166598,Endoplasmic reticulum
ENSG00000166710,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000166747,Cytosol;Vesicles
ENSG00000166855,Mitochondria
ENSG00000166888,Cytosol;Nucleoplasm
ENSG00000166896,Plasma membrane;Vesicles
ENSG00000166946,Nucleoplasm
ENSG00000166949,Cytosol;Nucleoplasm
ENSG00000166965,Cytosol;Plasma membrane
ENSG00000166986,Cytosol
ENSG00000166987,Nucleus
ENSG00000167004,Endoplasmic reticulum
ENSG00000167110,Golgi apparatus
ENSG00000167173,Cytosol
ENSG00000167182,Nucleoplasm;Vesicles
ENSG00000167264,Cytosol
ENSG00000167323,Endoplasmic reticulum
ENSG00000167325,Cytosol
ENSG00000167491,Nucleoplasm
ENSG00000167526,Cytosol;Endoplasmic reticulum;Nucleoli
ENSG00000167552,Microtubules
ENSG00000167658,Cytosol;Plasma membrane
ENSG00000167767,Intermediate filaments
ENSG00000167881,Cytosol;Focal adhesion sites
ENSG00000167967,Nucleoplasm
ENSG00000167978,Nuclear speckles
ENSG00000167986,Nucleoplasm
ENSG00000168010,Nucleoplasm
ENSG00000168036,Plasma membrane
ENSG00000168066,Nucleoplasm
ENSG00000168137,Cytosol;Nucleus
ENSG00000168264,Nucleoplasm
ENSG00000168286,Cytokinetic bridge;Nucleoplasm
ENSG00000168310,Cytosol;Nucleoplasm
ENSG00000168411,Nucleoplasm
ENSG00000168434,Golgi apparatus
ENSG00000168454,Cytosol;Nucleus
ENSG00000168488,Cytosol
ENSG00000168490,Mitochondria
ENSG00000168495,Nucleoplasm
ENSG00000168496,Nucleoli;Nucleoplasm
ENSG00000168564,Nucleoplasm
ENSG00000168802,Nucleoplasm
ENSG00000168884,Cytosol;Nucleoplasm
ENSG00000168924,Mitochondria
ENSG00000169020,Mitochondria
ENSG00000169021,Mitochondria
ENSG00000169032,Cytosol;Plasma membrane
ENSG00000169093,Cytosol
ENSG00000169217,Cytosol;Nuclear speckles
ENSG00000169220,Nucleoplasm;Vesicles
ENSG00000169375,Nucleoplasm
ENSG00000169564,Cytoplasmic bodies;Nuclear speckles
ENSG00000169594,Nucleoplasm
ENSG00000169607,Mitotic spindle
ENSG00000169710,Cytosol;Plasma membrane
ENSG00000169813,Nucleoplasm
ENSG00000169851,Cell Junctions;Plasma membrane
ENSG00000169855,Plasma membrane
ENSG00000169895,Golgi apparatus
ENSG00000169905,Endoplasmic reticulum
ENSG00000169972,Vesicles
ENSG00000169976,Nucleoplasm
ENSG00000170088,Endosomes;Lysosomes
ENSG00000170144,Nucleoplasm
ENSG00000170166,Nucleus
ENSG00000170248,Cytosol
ENSG00000170312,Cytosol;Nucleus
ENSG00000170322,Nucleus
ENSG00000170430,Nucleoplasm
ENSG00000170445,Cytosol
ENSG00000170477,Intermediate filaments
ENSG00000170525,Nucleoplasm
ENSG00000170734,Nucleoplasm
ENSG00000170759,Cytosol
ENSG00000170854,Nucleoli;Nucleus
ENSG00000170890,Cytosol
ENSG00000171097,Cytosol;Nucleoplasm
ENSG00000171161,Nucleoplasm
ENSG00000171163,Nucleoli;Nucleus
ENSG00000171206,Cytosol;Nucleoplasm;Vesicles
ENSG00000171223,Nucleoplasm
ENSG00000171401,Intermediate filaments
ENSG00000171490,Nucleoli
ENSG00000171564,Endoplasmic reticulum
ENSG00000171566,Nuclear speckles
ENSG00000171604,Cytosol;Nucleoplasm
ENSG00000171634,Nucleoplasm
ENSG00000171681,Nuclear bodies;Nucleoplasm
ENSG00000171813,Nucleoplasm
ENSG00000171858,Cytosol;Endoplasmic reticulum
ENSG00000171940,Nuclear speckles
ENSG00000171953,Cytosol
ENSG00000172020,Plasma membrane
ENSG00000172053,Cytosol
ENSG00000172137,Cytosol
ENSG00000172171,Mitochondria
ENSG00000172216,Nucleoplasm
ENSG00000172262,Nucleoplasm
ENSG00000172354,Plasma membrane
ENSG00000172432,Vesicles
ENSG00000172465,Nucleoplasm
ENSG00000172613,Nucleoplasm
ENSG00000172716,Nucleoplasm
ENSG00000172725,Cytosol;Plasma membrane
ENSG00000172766,Cytosol
ENSG00000172890,Cytosol
ENSG00000172939,Cytosol
ENSG00000172985,Nucleoplasm
ENSG00000173039,Cytosol
ENSG00000173065,Nucleoplasm
ENSG00000173083,Nucleoplasm;Vesicles
ENSG00000173145,Nucleoli
ENSG00000173175,Intermediate filaments
ENSG00000173193,Cytosol
ENSG00000173230,Golgi apparatus
ENSG00000173276,Nucleus
ENSG00000173473,Nucleoplasm
ENSG00000173545,Cytosol;Nucleus
ENSG00000173575,Nucleus
ENSG00000173599,Mitochondria
ENSG00000173726,Mitochondria
ENSG00000173786,Cytosol;Nucleus
ENSG00000173801,Cell Junctions;Plasma membrane;Vesicles
ENSG00000173905,Golgi apparatus
ENSG00000174206,Cytokinetic bridge;Microtubules;Mitotic spindle
ENSG00000174231,Nucleoplasm
ENSG00000174371,Nuclear bodies;Nucleoplasm
ENSG00000174652,Vesicles
ENSG00000175063,Cytosol;Plasma membrane
ENSG00000175106,Golgi apparatus
ENSG00000175203,Centrosome
ENSG00000175354,Nucleoplasm
ENSG00000175455,Centrosome
ENSG00000175467,Nuclear speckles
ENSG00000175592,Nucleoplasm
ENSG00000175806,Cytosol;Nucleoplasm
ENSG00000175866,Cytosol;Plasma membrane
ENSG00000176102,Nucleoplasm
ENSG00000176248,Nucleoplasm
ENSG00000176386,Nucleoplasm
ENSG00000176407,Cytosol;Nucleoplasm
ENSG00000176438,Nuclear membrane
ENSG00000176444,Nucleoplasm
ENSG00000176978,Golgi apparatus;Vesicles
ENSG00000176994,Nucleoplasm
ENSG00000177054,Vesicles
ENSG00000177084,Nucleus;Plasma membrane
ENSG00000177108,Plasma membrane
ENSG00000177156,Cytosol;Nucleoplasm
ENSG00000177303,Plasma membrane
ENSG00000177311,Nucleoplasm
ENSG00000177425,Actin filaments;Plasma membrane
ENSG00000177463,Nucleoplasm
ENSG00000177479,Nucleoplasm
ENSG00000177485,Cytosol;Nucleus;Plasma membrane
ENSG00000177542,Mitochondria;Nucleoplasm
ENSG00000177606,Nucleoplasm
ENSG00000177613,Nucleoplasm
ENSG00000177646,Mitochondria
ENSG00000177666,Lipid droplets
ENSG00000177683,Nucleus
ENSG00000177733,Nucleoplasm
ENSG00000177971,Nucleoli;Nucleus
ENSG00000178035,Cytosol;Rods & Rings
ENSG00000178209,Cytosol;Focal adhesion sites;Intermediate filaments
ENSG00000178597,Cytosol
ENSG00000178764,Nucleoplasm
ENSG00000178878,Cytosol;Nucleoplasm
ENSG00000178950,Golgi apparatus;Vesicles
ENSG00000178952,Mitochondria
ENSG00000178999,Midbody;Nucleoplasm
ENSG00000179041,Nucleoli
ENSG00000179134,Cytosol
ENSG00000179242,Plasma membrane
ENSG00000179262,Nucleoplasm
ENSG00000179562,Cytosol;Golgi apparatus;Plasma membrane
ENSG00000179604,Actin filaments;Microtubules;Plasma membrane
ENSG00000179889,Golgi apparatus;Vesicles
ENSG00000179950,Nucleoplasm
ENSG00000180185,Mitochondria;Nucleus
ENSG00000180329,Cytosol
ENSG00000180357,Nucleoplasm
ENSG00000180370,Nucleus
ENSG00000180423,Cytosol;Plasma membrane
ENSG00000180626,Nucleus
ENSG00000180660,Nucleus
ENSG00000180806,Nucleoplasm
ENSG00000180900,Cell Junctions;Nucleoplasm;Plasma membrane
ENSG00000181019,Cytosol
ENSG00000181135,Nucleoplasm
ENSG00000181163,Nucleoli
ENSG00000181222,Nucleoplasm
ENSG00000181433,Nucleus
ENSG00000181541,Nucleus
ENSG00000181938,Nucleoplasm
ENSG00000182199,Microtubules;Mitochondria
ENSG00000182362,Nucleoplasm
ENSG00000182481,Cytosol;Nucleoplasm
ENSG00000182872,Nuclear speckles
ENSG00000182901,Cytosol
ENSG00000182944,Nucleus
ENSG00000182979,Nucleoplasm
ENSG00000183287,Cytosol;Plasma membrane
ENSG00000183337,Nucleus
ENSG00000183431,Nucleoplasm
ENSG00000183684,Nuclear speckles
ENSG00000183696,Nucleoplasm
ENSG00000183751,Nucleoli
ENSG00000183773,Mitochondria
ENSG00000183963,Nucleoplasm
ENSG00000184047,Mitochondria
ENSG00000184162,Nucleoplasm
ENSG00000184254,Cytosol;Nucleus
ENSG00000184363,Cell Junctions
ENSG00000184465,Nucleoplasm
ENSG00000184575,Cytosol;Nucleoplasm
ENSG00000184640,Actin filaments
ENSG00000184661,Nucleoplasm
ENSG00000184708,Vesicles
ENSG00000184743,Endoplasmic reticulum
ENSG00000184897,Nucleoli;Nucleus
ENSG00000184900,Nuclear bodies;Nucleoplasm
ENSG00000185049,Nuclear bodies;Nucleoplasm
ENSG00000185104,Nucleus
ENSG00000185298,Nucleoli
ENSG00000185359,Endosomes
ENSG00000185475,Nuclear speckles
ENSG00000185482,Cytosol;Nucleoplasm
ENSG00000185504,Cytosol;Intermediate filaments;Nucleoplasm
ENSG00000185567,Cytosol;Plasma membrane
ENSG00000185591,Nucleoplasm
ENSG00000185608,Mitochondria;Nucleoli
ENSG00000185630,Nucleoplasm
ENSG00000185668,Nucleoplasm
ENSG00000185722,Endosomes
ENSG00000185825,Endoplasmic reticulum
ENSG00000185909,Cytosol
ENSG00000185960,Nucleoplasm
ENSG00000186001,Cytosol
ENSG00000186010,Mitochondria
ENSG00000186141,Nucleoplasm
ENSG00000186174,Nucleoplasm
ENSG00000186432,Nucleus
ENSG00000186462,Cytosol;Plasma membrane
ENSG00000186468,Cytosol;Endoplasmic reticulum
ENSG00000186493,Golgi apparatus;Vesicles
ENSG00000186522,Actin filaments
ENSG00000186575,Cytosol;Nucleus;Plasma membrane
ENSG00000186806,Nucleus
ENSG00000186834,Nucleoplasm;Vesicles
ENSG00000186847,Intermediate filaments
ENSG00000186951,Nucleus
ENSG00000187079,Nucleoplasm
ENSG00000187134,Cytosol
ENSG00000187231,Intermediate filaments
ENSG00000187514,Cytosol;Nucleus
ENSG00000187690,Nucleoplasm
ENSG00000187954,Nucleoplasm
ENSG00000188015,Cytosol;Nucleoli
ENSG00000188021,Cytosol;Plasma membrane
ENSG00000188186,Vesicles
ENSG00000188643,Cytosol;Plasma membrane
ENSG00000188786,Nucleoplasm
ENSG00000188895,Nucleoplasm
ENSG00000188976,Nucleoli
ENSG00000188986,Nucleoplasm
ENSG00000189046,Nucleus
ENSG00000189221,Mitochondria
ENSG00000189298,Nucleoplasm
ENSG00000196141,Cytosol;Nucleoli
ENSG00000196154,Plasma membrane
ENSG00000196187,Microtubule organizing center;Vesicles
ENSG00000196189,Nucleus
ENSG00000196233,Nucleoplasm
ENSG00000196235,Nucleoplasm
ENSG00000196242,Plasma membrane
ENSG00000196313,Nuclear membrane;Nucleoplasm
ENSG00000196345,Cytosol
ENSG00000196365,Mitochondria;Nucleus
ENSG00000196371,Vesicles
ENSG00000196378,Cytosol;Nucleoplasm
ENSG00000196396,Endoplasmic reticulum
ENSG00000196419,Nucleoplasm
ENSG00000196422,Nucleoplasm
ENSG00000196504,Nuclear speckles
ENSG00000196591,Nucleus
